,level,Passed,Department,Ann.Supp,Year,Gender
2517,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,annual,2013,M
2522,15 Years of Edu. ,3,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,supply,2013,M
2523,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,supply,2013,M
2524,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,supply,2013,M
2525,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,supply,2013,M
2526,Master (Hons) 16+ Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,supply,2013,M
2527,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,supply,2013,M
2528,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,supply,2013,M
2529,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/URDU.csv,supply,2013,M
2531,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,annual,2013,M
2532,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,annual,2013,M
2533,16 Years of Edu. ,26,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,annual,2013,M
2534,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,annual,2013,M
2535,Master 16 Years of Edu. ,15,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,annual,2013,M
2536,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,annual,2013,M
2537,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,annual,2013,M
2538,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,annual,2013,M
2539,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,annual,2013,M
2544,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,supply,2013,M
2545,16 Years of Edu. ,5,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,supply,2013,M
2546,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,supply,2013,M
2547,Master 16 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,supply,2013,M
2548,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,supply,2013,M
2549,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,supply,2013,M
2550,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,supply,2013,M
2551,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ZOOLOGY.csv,supply,2013,M
2553,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,annual,2014,F
2554,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,annual,2014,F
2555,16 Years of Edu. ,7,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,annual,2014,F
2556,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,annual,2014,F
2557,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,annual,2014,F
2558,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,annual,2014,F
2559,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,annual,2014,F
2560,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,annual,2014,F
2561,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,annual,2014,F
2566,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,supply,2014,F
2567,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,supply,2014,F
2568,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,supply,2014,F
2569,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,supply,2014,F
2570,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,supply,2014,F
2571,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,supply,2014,F
2572,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,supply,2014,F
2573,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ANTHROPOLOGY & ARCHAEOLOGY.csv,supply,2014,F
2575,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,annual,2014,F
2576,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,annual,2014,F
2577,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,annual,2014,F
2578,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,annual,2014,F
2579,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,annual,2014,F
2580,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,annual,2014,F
2581,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,annual,2014,F
2582,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,annual,2014,F
2583,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,annual,2014,F
2588,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,supply,2014,F
2589,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,supply,2014,F
2590,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,supply,2014,F
2591,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,supply,2014,F
2592,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,supply,2014,F
2593,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,supply,2014,F
2594,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,supply,2014,F
2595,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ARABIC.csv,supply,2014,F
2597,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,annual,2014,F
2598,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,annual,2014,F
2599,16 Years of Edu. ,9,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,annual,2014,F
2600,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,annual,2014,F
2601,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,annual,2014,F
2602,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,annual,2014,F
2603,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,annual,2014,F
2604,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,annual,2014,F
2605,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,annual,2014,F
2610,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,supply,2014,F
2611,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,supply,2014,F
2612,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,supply,2014,F
2613,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,supply,2014,F
2614,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,supply,2014,F
2615,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,supply,2014,F
2616,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,supply,2014,F
2617,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ART & DESIGN.csv,supply,2014,F
2619,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,annual,2014,F
2620,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,annual,2014,F
2621,16 Years of Edu. ,32,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,annual,2014,F
2622,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,annual,2014,F
2623,Master 16 Years of Edu. ,5,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,annual,2014,F
2624,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,annual,2014,F
2625,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,annual,2014,F
2626,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,annual,2014,F
2627,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,annual,2014,F
2632,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,supply,2014,F
2633,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,supply,2014,F
2634,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,supply,2014,F
2635,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,supply,2014,F
2636,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,supply,2014,F
2637,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,supply,2014,F
2638,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,supply,2014,F
2639,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,supply,2014,F
2640,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOCHEMISTRY.csv,supply,2014,F
2641,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,annual,2014,F
2642,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,annual,2014,F
2643,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,annual,2014,F
2644,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,annual,2014,F
2645,Master 16 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,annual,2014,F
2646,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,annual,2014,F
2647,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,annual,2014,F
2648,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,annual,2014,F
2649,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,annual,2014,F
2654,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,supply,2014,F
2655,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,supply,2014,F
2656,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,supply,2014,F
2657,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,supply,2014,F
2658,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,supply,2014,F
2659,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,supply,2014,F
2660,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,supply,2014,F
2661,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BIOTECHNOLOGY.csv,supply,2014,F
2663,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,annual,2014,F
2664,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,annual,2014,F
2665,16 Years of Edu. ,16,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,annual,2014,F
2666,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,annual,2014,F
2667,Master 16 Years of Edu. ,11,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,annual,2014,F
2668,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,annual,2014,F
2669,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,annual,2014,F
2670,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,annual,2014,F
2671,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,annual,2014,F
2676,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,supply,2014,F
2677,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,supply,2014,F
2678,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,supply,2014,F
2679,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,supply,2014,F
2680,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,supply,2014,F
2681,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,supply,2014,F
2682,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,supply,2014,F
2683,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BOTANY.csv,supply,2014,F
2685,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BUSINESS ADMINSTRATION.csv,annual,2014,F
2686,15 Years of Edu. ,50,MAIN-CAMPUS-DEPARTMENT-WISE/BUSINESS ADMINSTRATION.csv,annual,2014,F
2687,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BUSINESS ADMINSTRATION.csv,annual,2014,F
2688,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BUSINESS ADMINSTRATION.csv,annual,2014,F
2689,Master 16 Years of Edu. ,39,MAIN-CAMPUS-DEPARTMENT-WISE/BUSINESS ADMINSTRATION.csv,annual,2014,F
2690,Master (Hons) 16+ Years of Edu. ,24,MAIN-CAMPUS-DEPARTMENT-WISE/BUSINESS ADMINSTRATION.csv,annual,2014,F
2691,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BUSINESS ADMINSTRATION.csv,annual,2014,F
2692,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BUSINESS ADMINSTRATION.csv,annual,2014,F
2693,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BUSINESS ADMINSTRATION.csv,annual,2014,F
2698,15 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/BUSINESS ADMINSTRATION.csv,supply,2014,F
2699,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BUSINESS ADMINSTRATION.csv,supply,2014,F
2700,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BUSINESS ADMINSTRATION.csv,supply,2014,F
2701,Master 16 Years of Edu. ,3,MAIN-CAMPUS-DEPARTMENT-WISE/BUSINESS ADMINSTRATION.csv,supply,2014,F
2702,Master (Hons) 16+ Years of Edu. ,6,MAIN-CAMPUS-DEPARTMENT-WISE/BUSINESS ADMINSTRATION.csv,supply,2014,F
2703,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BUSINESS ADMINSTRATION.csv,supply,2014,F
2704,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BUSINESS ADMINSTRATION.csv,supply,2014,F
2705,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/BUSINESS ADMINSTRATION.csv,supply,2014,F
2707,Bachelor 14 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR  PHYSICAL EDUCATION, HEALTH & SPORTS SCIENCE.csv",annual,2014,F
2708,15 Years of Edu. ,7,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR  PHYSICAL EDUCATION, HEALTH & SPORTS SCIENCE.csv",annual,2014,F
2709,16 Years of Edu. ,3,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR  PHYSICAL EDUCATION, HEALTH & SPORTS SCIENCE.csv",annual,2014,F
2710,17 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR  PHYSICAL EDUCATION, HEALTH & SPORTS SCIENCE.csv",annual,2014,F
2711,Master 16 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR  PHYSICAL EDUCATION, HEALTH & SPORTS SCIENCE.csv",annual,2014,F
2712,Master (Hons) 16+ Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR  PHYSICAL EDUCATION, HEALTH & SPORTS SCIENCE.csv",annual,2014,F
2713,M.Phil ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR  PHYSICAL EDUCATION, HEALTH & SPORTS SCIENCE.csv",annual,2014,F
2714,Ph.D ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR  PHYSICAL EDUCATION, HEALTH & SPORTS SCIENCE.csv",annual,2014,F
2715,PGD ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR  PHYSICAL EDUCATION, HEALTH & SPORTS SCIENCE.csv",annual,2014,F
2720,15 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR  PHYSICAL EDUCATION, HEALTH & SPORTS SCIENCE.csv",supply,2014,F
2721,16 Years of Edu. ,1,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR  PHYSICAL EDUCATION, HEALTH & SPORTS SCIENCE.csv",supply,2014,F
2722,17 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR  PHYSICAL EDUCATION, HEALTH & SPORTS SCIENCE.csv",supply,2014,F
2723,Master 16 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR  PHYSICAL EDUCATION, HEALTH & SPORTS SCIENCE.csv",supply,2014,F
2724,Master (Hons) 16+ Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR  PHYSICAL EDUCATION, HEALTH & SPORTS SCIENCE.csv",supply,2014,F
2725,M.Phil ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR  PHYSICAL EDUCATION, HEALTH & SPORTS SCIENCE.csv",supply,2014,F
2726,Ph.D ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR  PHYSICAL EDUCATION, HEALTH & SPORTS SCIENCE.csv",supply,2014,F
2727,PGD ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR  PHYSICAL EDUCATION, HEALTH & SPORTS SCIENCE.csv",supply,2014,F
2729,Bachelor 14 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR MUSIC EDUCATION, INSTITUTE OF ART & DESIGN.csv",annual,2014,F
2730,15 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR MUSIC EDUCATION, INSTITUTE OF ART & DESIGN.csv",annual,2014,F
2731,16 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR MUSIC EDUCATION, INSTITUTE OF ART & DESIGN.csv",annual,2014,F
2732,17 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR MUSIC EDUCATION, INSTITUTE OF ART & DESIGN.csv",annual,2014,F
2733,Master 16 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR MUSIC EDUCATION, INSTITUTE OF ART & DESIGN.csv",annual,2014,F
2734,Master (Hons) 16+ Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR MUSIC EDUCATION, INSTITUTE OF ART & DESIGN.csv",annual,2014,F
2735,M.Phil ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR MUSIC EDUCATION, INSTITUTE OF ART & DESIGN.csv",annual,2014,F
2736,Ph.D ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR MUSIC EDUCATION, INSTITUTE OF ART & DESIGN.csv",annual,2014,F
2737,PGD ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR MUSIC EDUCATION, INSTITUTE OF ART & DESIGN.csv",annual,2014,F
2742,15 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR MUSIC EDUCATION, INSTITUTE OF ART & DESIGN.csv",supply,2014,F
2743,16 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR MUSIC EDUCATION, INSTITUTE OF ART & DESIGN.csv",supply,2014,F
2744,17 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR MUSIC EDUCATION, INSTITUTE OF ART & DESIGN.csv",supply,2014,F
2745,Master 16 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR MUSIC EDUCATION, INSTITUTE OF ART & DESIGN.csv",supply,2014,F
2746,Master (Hons) 16+ Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR MUSIC EDUCATION, INSTITUTE OF ART & DESIGN.csv",supply,2014,F
2747,M.Phil ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR MUSIC EDUCATION, INSTITUTE OF ART & DESIGN.csv",supply,2014,F
2748,Ph.D ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR MUSIC EDUCATION, INSTITUTE OF ART & DESIGN.csv",supply,2014,F
2749,PGD ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR MUSIC EDUCATION, INSTITUTE OF ART & DESIGN.csv",supply,2014,F
2751,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR PURE & APPLIED GEOLOGY.csv,annual,2014,F
2752,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR PURE & APPLIED GEOLOGY.csv,annual,2014,F
2753,16 Years of Edu. ,2,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR PURE & APPLIED GEOLOGY.csv,annual,2014,F
2754,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR PURE & APPLIED GEOLOGY.csv,annual,2014,F
2755,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR PURE & APPLIED GEOLOGY.csv,annual,2014,F
2756,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR PURE & APPLIED GEOLOGY.csv,annual,2014,F
2757,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR PURE & APPLIED GEOLOGY.csv,annual,2014,F
2758,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR PURE & APPLIED GEOLOGY.csv,annual,2014,F
2759,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR PURE & APPLIED GEOLOGY.csv,annual,2014,F
2764,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR PURE & APPLIED GEOLOGY.csv,supply,2014,F
2765,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR PURE & APPLIED GEOLOGY.csv,supply,2014,F
2766,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR PURE & APPLIED GEOLOGY.csv,supply,2014,F
2767,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR PURE & APPLIED GEOLOGY.csv,supply,2014,F
2768,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR PURE & APPLIED GEOLOGY.csv,supply,2014,F
2769,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR PURE & APPLIED GEOLOGY.csv,supply,2014,F
2770,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR PURE & APPLIED GEOLOGY.csv,supply,2014,F
2771,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR PURE & APPLIED GEOLOGY.csv,supply,2014,F
2773,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR RURAL DEVELOPMENT STUDIES.csv,annual,2014,F
2774,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR RURAL DEVELOPMENT STUDIES.csv,annual,2014,F
2775,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR RURAL DEVELOPMENT STUDIES.csv,annual,2014,F
