,level,Passed,Department,Ann.Supp,Year,Gender
2776,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR RURAL DEVELOPMENT STUDIES.csv,annual,2014,F
2777,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR RURAL DEVELOPMENT STUDIES.csv,annual,2014,F
2778,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR RURAL DEVELOPMENT STUDIES.csv,annual,2014,F
2779,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR RURAL DEVELOPMENT STUDIES.csv,annual,2014,F
2780,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR RURAL DEVELOPMENT STUDIES.csv,annual,2014,F
2781,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR RURAL DEVELOPMENT STUDIES.csv,annual,2014,F
2786,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR RURAL DEVELOPMENT STUDIES.csv,supply,2014,F
2787,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR RURAL DEVELOPMENT STUDIES.csv,supply,2014,F
2788,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR RURAL DEVELOPMENT STUDIES.csv,supply,2014,F
2789,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR RURAL DEVELOPMENT STUDIES.csv,supply,2014,F
2790,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR RURAL DEVELOPMENT STUDIES.csv,supply,2014,F
2791,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR RURAL DEVELOPMENT STUDIES.csv,supply,2014,F
2792,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR RURAL DEVELOPMENT STUDIES.csv,supply,2014,F
2793,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE FOR RURAL DEVELOPMENT STUDIES.csv,supply,2014,F
2795,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,annual,2014,F
2796,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,annual,2014,F
2797,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,annual,2014,F
2798,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,annual,2014,F
2799,Master 16 Years of Edu. ,5,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,annual,2014,F
2800,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,annual,2014,F
2801,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,annual,2014,F
2802,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,annual,2014,F
2803,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,annual,2014,F
2808,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,supply,2014,F
2809,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,supply,2014,F
2810,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,supply,2014,F
2811,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,supply,2014,F
2812,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,supply,2014,F
2813,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,supply,2014,F
2814,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,supply,2014,F
2815,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CENTRE OF ENVIRONMENTAL SCIENCES.csv,supply,2014,F
2817,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,annual,2014,F
2818,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,annual,2014,F
2819,16 Years of Edu. ,42,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,annual,2014,F
2820,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,annual,2014,F
2821,Master 16 Years of Edu. ,29,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,annual,2014,F
2822,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,annual,2014,F
2823,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,annual,2014,F
2824,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,annual,2014,F
2825,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,annual,2014,F
2830,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,supply,2014,F
2831,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,supply,2014,F
2832,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,supply,2014,F
2833,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,supply,2014,F
2834,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,supply,2014,F
2835,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,supply,2014,F
2836,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,supply,2014,F
2837,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CHEMISTRY.csv,supply,2014,F
2839,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,annual,2014,F
2840,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,annual,2014,F
2841,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,annual,2014,F
2842,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,annual,2014,F
2843,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,annual,2014,F
2844,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,annual,2014,F
2845,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,annual,2014,F
2846,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,annual,2014,F
2847,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,annual,2014,F
2852,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,supply,2014,F
2853,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,supply,2014,F
2854,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,supply,2014,F
2855,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,supply,2014,F
2856,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,supply,2014,F
2857,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,supply,2014,F
2858,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,supply,2014,F
2859,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COLLEGE OF MODEREN SCIENCES.csv,supply,2014,F
2861,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,annual,2014,F
2862,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,annual,2014,F
2863,16 Years of Edu. ,14,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,annual,2014,F
2864,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,annual,2014,F
2865,Master 16 Years of Edu. ,17,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,annual,2014,F
2866,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,annual,2014,F
2867,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,annual,2014,F
2868,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,annual,2014,F
2869,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,annual,2014,F
2874,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,supply,2014,F
2875,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,supply,2014,F
2876,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,supply,2014,F
2877,Master 16 Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,supply,2014,F
2878,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,supply,2014,F
2879,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,supply,2014,F
2880,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,supply,2014,F
2881,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMMERCE.csv,supply,2014,F
2883,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,annual,2014,F
2884,15 Years of Edu. ,4,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,annual,2014,F
2885,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,annual,2014,F
2886,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,annual,2014,F
2887,Master 16 Years of Edu. ,7,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,annual,2014,F
2888,Master (Hons) 16+ Years of Edu. ,9,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,annual,2014,F
2889,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,annual,2014,F
2890,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,annual,2014,F
2891,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,annual,2014,F
2896,15 Years of Edu. ,2,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,supply,2014,F
2897,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,supply,2014,F
2898,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,supply,2014,F
2899,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,supply,2014,F
2900,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,supply,2014,F
2901,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,supply,2014,F
2902,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,supply,2014,F
2903,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPARATIVE RELIGION & ISLAMIC CULTURE.csv,supply,2014,F
2905,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,annual,2014,F
2906,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,annual,2014,F
2907,16 Years of Edu. ,31,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,annual,2014,F
2908,17 Years of Edu. ,4,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,annual,2014,F
2909,Master 16 Years of Edu. ,4,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,annual,2014,F
2910,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,annual,2014,F
2911,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,annual,2014,F
2912,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,annual,2014,F
2913,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,annual,2014,F
2918,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,supply,2014,F
2919,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,supply,2014,F
2920,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,supply,2014,F
2921,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,supply,2014,F
2922,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,supply,2014,F
2923,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,supply,2014,F
2924,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,supply,2014,F
2925,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/COMPUTER SCIENCE.csv,supply,2014,F
2927,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,annual,2014,F
2928,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,annual,2014,F
2929,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,annual,2014,F
2930,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,annual,2014,F
2931,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,annual,2014,F
2932,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,annual,2014,F
2933,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,annual,2014,F
2934,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,annual,2014,F
2935,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,annual,2014,F
2940,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,supply,2014,F
2941,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,supply,2014,F
2942,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,supply,2014,F
2943,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,supply,2014,F
2944,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,supply,2014,F
2945,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,supply,2014,F
2946,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,supply,2014,F
2947,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/CRIMINOLOGY.csv,supply,2014,F
2949,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,annual,2014,F
2950,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,annual,2014,F
2951,16 Years of Edu. ,5,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,annual,2014,F
2952,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,annual,2014,F
2953,Master 16 Years of Edu. ,3,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,annual,2014,F
2954,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,annual,2014,F
2955,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,annual,2014,F
2956,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,annual,2014,F
2957,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,annual,2014,F
2962,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,supply,2014,F
2963,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,supply,2014,F
2964,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,supply,2014,F
2965,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,supply,2014,F
2966,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,supply,2014,F
2967,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,supply,2014,F
2968,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,supply,2014,F
2969,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ECONOMICS.csv,supply,2014,F
2971,Bachelor 14 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",annual,2014,F
2972,15 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",annual,2014,F
2973,16 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",annual,2014,F
2974,17 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",annual,2014,F
2975,Master 16 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",annual,2014,F
2976,Master (Hons) 16+ Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",annual,2014,F
2977,M.Phil ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",annual,2014,F
2978,Ph.D ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",annual,2014,F
2979,PGD ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",annual,2014,F
2984,15 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",supply,2014,F
2985,16 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",supply,2014,F
2986,17 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",supply,2014,F
2987,Master 16 Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",supply,2014,F
2988,Master (Hons) 16+ Years of Edu. ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",supply,2014,F
2989,M.Phil ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",supply,2014,F
2990,Ph.D ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",supply,2014,F
2991,PGD ,0,"MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION, P.I.T.E SINDH, NAWABSHAH.csv",supply,2014,F
2993,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,annual,2014,F
2994,15 Years of Edu. ,297,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,annual,2014,F
2995,16 Years of Edu. ,6,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,annual,2014,F
2996,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,annual,2014,F
2997,Master 16 Years of Edu. ,55,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,annual,2014,F
2998,Master (Hons) 16+ Years of Edu. ,9,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,annual,2014,F
2999,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,annual,2014,F
3000,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,annual,2014,F
3001,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,annual,2014,F
3006,15 Years of Edu. ,6,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,supply,2014,F
3007,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,supply,2014,F
3008,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,supply,2014,F
3009,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,supply,2014,F
3010,Master (Hons) 16+ Years of Edu. ,1,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,supply,2014,F
3011,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,supply,2014,F
3012,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,supply,2014,F
3013,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/EDUCATION.csv,supply,2014,F
3015,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,annual,2014,F
3016,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,annual,2014,F
3017,16 Years of Edu. ,5,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,annual,2014,F
3018,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,annual,2014,F
3019,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,annual,2014,F
3020,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,annual,2014,F
3021,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,annual,2014,F
3022,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,annual,2014,F
3023,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,annual,2014,F
3028,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,supply,2014,F
3029,16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,supply,2014,F
3030,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,supply,2014,F
3031,Master 16 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,supply,2014,F
3032,Master (Hons) 16+ Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,supply,2014,F
3033,M.Phil ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,supply,2014,F
3034,Ph.D ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,supply,2014,F
3035,PGD ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ELECTRONICS.csv,supply,2014,F
3037,Bachelor 14 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,annual,2014,F
3038,15 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,annual,2014,F
3039,16 Years of Edu. ,30,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,annual,2014,F
3040,17 Years of Edu. ,0,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,annual,2014,F
3041,Master 16 Years of Edu. ,20,MAIN-CAMPUS-DEPARTMENT-WISE/ENGLISH.csv,annual,2014,F
